,lat,lon,labels
1933,28.5812648,77.2426451,2
1934,28.5813528,77.2581842,16
1935,28.5814046,77.2558668,16
1936,28.5814089,77.2427763,2
1937,28.5814175,77.2422212,2
1938,28.5815931,77.2567143,16
1939,28.5816234,77.2206837,18
1940,28.5818399,77.1983395,11
1941,28.5818967,77.1492702,-1
1942,28.5820097,77.195299,11
1943,28.582017,77.2554537,16
1944,28.5821004,77.2641583,16
1945,28.5823112,77.089655,19
1946,28.5823436,77.0894826,19
1947,28.5826279,77.2510686,2
1948,28.582789,77.242518,2
1949,28.5828255,77.2452383,2
1950,28.5828584,77.2509007,2
1951,28.5828891,77.1632054,-1
1952,28.5828967,77.244958,2
1953,28.5829269,77.242006,2
1954,28.5829447,77.0514424,-1
1955,28.5829623,77.0615396,-1
1956,28.5830883,77.1632718,17
1957,28.5831234,77.1492017,-1
1958,28.5831328,77.1896241,11
1959,28.5832011,77.244607,2
1960,28.5832839,77.1683573,17
1961,28.5833213,77.2187361,18
1962,28.5833213,77.2187361,18
1963,28.5833403,77.0874593,19
1964,28.5833513,77.172932,17
1965,28.5833959,77.1728669,17
1966,28.5835005,77.0873761,19
1967,28.5835204,77.2402544,2
1968,28.5835777,77.1727978,17
1969,28.5836038,77.2458002,2
1970,28.5836242,77.1367823,-1
1971,28.5836536,77.2219077,18
1972,28.5837355,77.2437849,2
1973,28.5837397,77.1891893,11
1974,28.5839526,77.1915566,11
1975,28.5839783,77.1915598,11
1976,28.5840004,77.2458413,2
1977,28.5841578,77.175441,17
1978,28.5841885,77.2431344,2
1979,28.5842201,77.2463276,2
1980,28.5842288,77.1700446,17
1981,28.5842328,77.0912854,19
1982,28.5842464,77.2127444,18
1983,28.5842818,77.1917428,11
1984,28.5843236,77.1722287,17
1985,28.5843538,77.1841222,11
1986,28.5843619,77.1916409,11
1987,28.5843665,77.1721419,17
1988,28.5843924,77.1919664,11
1989,28.5844433,77.2266538,18
1990,28.584488,77.223537,18
1991,28.5845091,77.0908069,19
1992,28.5846323,77.2231522,18
1993,28.58471,77.2203736,18
1994,28.5847904,77.2120337,18
1995,28.5848136,77.2606755,16
1996,28.5848206,77.2122083,18
1997,28.5848782,77.2602207,16
1998,28.5849603,77.2266279,18
1999,28.5849907,77.212232,18
2000,28.5850113,77.0727103,-1
2001,28.5851062,77.1353157,-1
2002,28.5851735,77.2451474,2
2003,28.5852393,77.1847887,11
2004,28.5853414,77.1805708,-1
2005,28.5853563,77.1915395,11
2006,28.5854147,77.2122616,18
2007,28.5854202,77.2122348,18
2008,28.585425,77.2121784,18
2009,28.5854347,77.2203893,18
2010,28.5854719,77.2128357,18
2011,28.5855109,77.1877136,11
2012,28.5856787,77.2135638,18
2013,28.5857278,77.2201655,18
2014,28.5857481,77.0836076,19
2015,28.5857538,77.0883753,19
2016,28.5857995,77.2403922,2
2017,28.5858425,77.2187431,18
2018,28.5858856,77.2403415,2
2019,28.5858972,77.2134319,18
2020,28.5859501,77.2136701,18
2021,28.5859568,77.2602284,-1
2022,28.5859603,77.2200914,18
2023,28.5860009,77.0879638,19
2024,28.586024,77.1712306,17
2025,28.5860503,77.1986063,-1
2026,28.5861864,77.0876987,19
2027,28.586196,77.0876812,19
2028,28.5862318,77.057073,-1
2029,28.5862961,77.2105778,18
2030,28.5863009,77.0821383,-1
2031,28.5863381,77.248152,2
2032,28.5863973,77.2124547,18
2033,28.5864775,77.0713655,-1
2034,28.5865873,77.1177256,-1
2035,28.58661,77.0573592,-1
2036,28.5866396,77.2523949,2
2037,28.58674,77.2531072,2
2038,28.5868252,77.190038,11
2039,28.5869463,77.2407021,2
2040,28.5869473,77.0438222,-1
2041,28.5869597,77.2121034,18
2042,28.5870134,77.2413569,2
2043,28.587056,77.2120476,18
2044,28.587225,77.0753099,-1
2045,28.5872804,77.2356203,2
2046,28.5873437,77.3044599,-1
2047,28.5874227,77.0734583,-1
2048,28.5875101,77.1692741,17
2049,28.5875137,77.1712514,17
2050,28.5875634,77.1692535,17
2051,28.5877276,77.1674,17
2052,28.5877629,77.1674682,17
2053,28.587778,77.1675315,17
2054,28.5877996,77.0666315,-1
2055,28.5878402,77.2515367,2
2056,28.587842,77.1699472,17
2057,28.5878611,77.1702942,17
2058,28.5878888,77.1699468,17
2059,28.5879182,77.1690317,17
2060,28.5879311,77.1680054,17
2061,28.5879347,77.1680017,17
2062,28.587937,77.1679977,17
2063,28.5879479,77.169908,17
2064,28.5879796,77.2536138,-1
2065,28.5879849,77.3022083,-1
2066,28.5880799,77.1687667,17
2067,28.5881105,77.1687372,17
2068,28.5881935,77.1549788,-1
2069,28.5882409,77.2146189,18
2070,28.5882606,77.1685592,17
2071,28.5882767,77.1684957,17
2072,28.5883459,77.2536911,-1
2073,28.5884149,77.1687137,17
2074,28.5884261,77.1687419,17
2075,28.5884391,77.1687613,17
2076,28.5886116,77.1911524,11
2077,28.5886281,77.1691571,17
2078,28.5887403,77.2235118,18
2079,28.588872,77.0622043,-1
2080,28.5889887,77.2288104,18
2081,28.5889898,77.0389764,-1
2082,28.5890928,77.0310308,-1
2083,28.5892181,77.2579969,-1
2084,28.589224,77.225738,18
2085,28.5892292,77.0563222,-1
2086,28.5892805,77.0802202,-1
2087,28.5892881,77.0802312,-1
2088,28.5894992,77.2459159,2
2089,28.5895414,77.0799249,-1
2090,28.5895467,77.219296,18
2091,28.5895996,77.1946621,-1
2092,28.5897716,77.2199787,18
2093,28.5897946,77.2256565,18
2094,28.5899247,77.2195873,18
2095,28.5899699,77.215799,18
2096,28.5900522,77.2489998,2
2097,28.5900739,77.2259246,18
2098,28.5902283,77.2168805,18
2099,28.5902843,77.0589614,-1
2100,28.5903058,77.2419,2
2101,28.5903223,77.2197885,18
2102,28.5903554,77.2598548,-1
2103,28.5903789,77.2287207,18
2104,28.5904024,77.1176347,-1
2105,28.5904132,77.1683934,17
2106,28.5904163,77.2308121,18
2107,28.5904398,77.2168206,18
2108,28.5905282,77.0370194,-1
2109,28.5905398,77.1682138,17
2110,28.5906768,77.2167612,18
2111,28.5907293,77.2309735,18
2112,28.5908401,77.2218683,18
2113,28.590917,77.0580608,-1
2114,28.5910461,77.037474,-1
2115,28.5912074,77.2962085,-1
2116,28.5913816,77.2120833,18
2117,28.5915123,77.1163313,-1
2118,28.5915817,77.2434506,2
2119,28.5917587,77.2379033,2
2120,28.5920709,77.2171625,18
2121,28.5921851,77.2127901,18
2122,28.5922364,77.162341,-1
2123,28.592241,77.2507151,-1
2124,28.5922517,77.2441627,2
2125,28.5922696,77.2417175,2
2126,28.5922707,77.2222351,18
2127,28.5924132,77.188226,-1
2128,28.5924259,77.2375948,2
2129,28.5924943,77.1880734,-1
2130,28.5925147,77.1883082,-1
2131,28.5925214,77.1628996,-1
2132,28.5925433,77.222703,18
2133,28.5925539,77.2230215,18
2134,28.5925571,77.2231248,18
2135,28.5925753,77.1881287,-1
2136,28.5925928,77.122304,-1
2137,28.5925957,77.2228756,18
2138,28.5927488,77.1212195,-1
2139,28.5927555,77.0441928,-1
2140,28.5927884,77.1224854,-1
2141,28.5928423,77.2210516,18
2142,28.5928726,77.0429664,-1
2143,28.5929262,77.1813516,-1
2144,28.5929645,77.1216605,-1
2145,28.59318,77.2163895,18
2146,28.5932298,77.2238136,18
2147,28.5932626,77.2237592,18
2148,28.5932636,77.2236376,18
2149,28.5932947,77.25188,-1
2150,28.5932983,77.081202,-1
2151,28.5934549,77.0816478,-1
2152,28.5936281,77.1644496,-1
2153,28.5936393,77.1216418,-1
2154,28.593657,77.2485988,-1
2155,28.5937773,77.0778122,-1
2156,28.5938439,77.2429641,2
2157,28.5938906,77.077978,-1
2158,28.5942654,77.0435893,-1
2159,28.5942848,77.1652197,-1
2160,28.5946324,77.0778713,-1
2161,28.5947474,77.13164,-1
2162,28.5947837,77.2525408,-1
2163,28.5948825,77.0214331,-1
2164,28.5948848,77.020937,-1
2165,28.5949179,77.0432993,-1
2166,28.5949697,77.0216901,-1
2167,28.595434,77.3100288,-1
2168,28.5956054,77.2407239,-1
2169,28.5956739,77.1876381,20
2170,28.5958543,76.9151778,-1
2171,28.5959531,77.223119,18
2172,28.5960692,77.041131,-1
2173,28.5960809,77.0408019,-1
2174,28.596205,77.2049622,-1
2175,28.5962459,77.1374568,-1
2176,28.5962679,77.177701,-1
2177,28.5963204,77.0292092,-1
2178,28.5963908,77.1346452,-1
2179,28.5964822,77.1328682,-1
2180,28.5965123,77.0512184,-1
2181,28.5965201,77.0493833,-1
2182,28.5965204,77.2407448,-1
2183,28.5966575,77.1960599,-1
2184,28.5967284,77.1338588,-1
2185,28.5967465,77.1384699,-1
2186,28.59675,77.1935294,20
2187,28.596816,77.188316,20
2188,28.5968399,77.2253633,18
2189,28.5968674,77.0506536,-1
2190,28.5969128,77.1355743,-1
2191,28.5973803,77.2951066,-1
2192,28.5975656,77.2949976,-1
2193,28.5977207,77.0646918,-1
2194,28.5978094,77.1808404,20
2195,28.5980802,77.294868,-1
2196,28.5983359,77.3112386,-1
2197,28.5983536,77.0781744,-1
2198,28.5983754,77.185421,20
2199,28.598383,77.1983901,-1
2200,28.5984155,77.1911421,20
2201,28.5984649,77.1911681,20
2202,28.59894,77.0493146,-1
2203,28.5992217,77.1983144,-1
2204,28.5992263,77.1253722,-1
2205,28.5995254,77.226395,18
2206,28.5995342,77.2251048,18
2207,28.5995815,77.2263175,18
2208,28.5995899,77.0486038,-1
2209,28.5996402,77.2262942,18
2210,28.5997702,77.2261911,18
2211,28.5998176,77.2261768,18
2212,28.5998404,77.3174805,-1
2213,28.5998639,77.2261061,18
2214,28.5999552,77.2261708,18
2215,28.5999644,77.2262872,18
2216,28.6001954,77.2286247,18
2217,28.6002007,77.2273465,18
2218,28.6005499,77.2273055,18
2219,28.6005965,77.2275636,18
2220,28.6006439,77.2272569,18
2221,28.600713,77.2272228,18
2222,28.6007521,77.2287256,18
2223,28.600769,77.2271551,18
2224,28.6008131,77.1923713,20
2225,28.6008433,77.1925715,20
2226,28.6008489,77.1923909,20
2227,28.6008644,77.1925826,20
2228,28.6008837,77.3244505,-1
2229,28.6010084,77.2169989,-1
2230,28.6012973,77.2408638,18
2231,28.6013446,77.2410517,18
2232,28.6015133,77.2379931,18
2233,28.6016242,77.1686468,-1
2234,28.6017433,77.2413799,18
2235,28.6017514,77.1858264,20
2236,28.601773,77.2413829,18
2237,28.6018694,77.1847489,20
2238,28.6018922,77.1936521,20
2239,28.6019301,77.2306045,18
2240,28.6019799,77.189294,20
2241,28.602014,77.2371519,18
2242,28.6020328,77.2386286,18
2243,28.6021076,77.1873163,20
2244,28.6021414,77.2279557,18
2245,28.6021703,77.1871411,20
2246,28.6021934,77.2371123,18
2247,28.602208,77.1870971,20
2248,28.6022363,77.1870641,20
2249,28.6022835,77.1870091,20
2250,28.6022929,77.1869982,20
2251,28.602296,77.2371318,18
2252,28.6023098,77.0450914,-1
2253,28.6023212,77.1869652,20
2254,28.6023291,77.1869559,20
2255,28.602338,77.1869456,20
2256,28.6023484,77.1869334,20
2257,28.6023659,77.186913,20
2258,28.6023768,77.1869003,20
2259,28.602378,77.0643097,-1
2260,28.6023889,77.1868863,20
2261,28.602426,77.2325839,18
2262,28.6024715,76.9317444,-1
2263,28.602535,77.186738,20
2264,28.6025805,77.2409575,18
2265,28.602677,77.313838,-1
2266,28.6026965,77.2410926,18
2267,28.6027056,77.1865603,20
2268,28.6029353,77.2239866,18
2269,28.6030116,77.0499851,-1
2270,28.6033233,77.2335957,18
2271,28.6033675,77.185617,20
2272,28.6036715,77.3355959,-1
2273,28.6037552,77.2394392,18
2274,28.6037882,77.1850146,20
2275,28.6040114,77.1976751,-1
2276,28.6040808,77.2348035,18
2277,28.6041804,77.3233182,-1
2278,28.6042066,77.1980883,-1
2279,28.6043118,77.237501,18
2280,28.6043402,77.2244859,18
2281,28.6043612,77.3230956,-1
2282,28.604396,77.2245961,18
2283,28.6045562,77.2282311,18
2284,28.6047752,77.2243232,18
2285,28.6048283,77.0541707,-1
2286,28.6049402,77.289503,21
2287,28.6051877,77.1265245,-1
2288,28.6052898,77.2329222,18
2289,28.6053389,77.2967198,-1
2290,28.6059739,77.0479506,-1
2291,28.6060798,76.985117,22
2292,28.6062786,77.2405933,18
2293,28.6062787,77.2350415,18
2294,28.6064001,77.2886566,21
2295,28.6064169,76.9861294,22
2296,28.6064404,76.9861241,22
2297,28.6065299,76.9860785,22
2298,28.6065605,76.9860677,22
2299,28.6066846,77.1417115,-1
2300,28.6067575,76.9396906,-1
2301,28.6068044,77.2908063,21
2302,28.606893,77.2906357,21
2303,28.6069381,77.2905963,21
2304,28.6069461,77.2299189,18
2305,28.6069705,77.2907555,21
2306,28.606975,77.2905691,21
2307,28.6070398,77.2906976,21
2308,28.6071611,76.98443,22
2309,28.6074459,76.9856118,22
2310,28.6075429,77.2452903,-1
2311,28.6077134,77.1808184,-1
2312,28.6077697,77.2297231,18
2313,28.6078424,77.2295577,18
2314,28.607846,77.291341,21
2315,28.6078777,76.9853647,22
2316,28.6078918,76.9854827,22
2317,28.6079082,77.2306847,18
2318,28.6080303,77.2302149,18
2319,28.6080709,77.2357617,18
2320,28.6082403,77.1366732,-1
2321,28.6084841,77.292913,21
2322,28.6085087,76.9856812,22
2323,28.6085741,77.288813,21
2324,28.6086088,77.2434649,-1
2325,28.6086409,77.2927109,21
2326,28.6086535,77.2926328,21
2327,28.6086972,77.2302094,18
2328,28.6086979,77.333972,-1
2329,28.608699,77.2528266,-1
2330,28.6087736,76.9851896,22
2331,28.6088407,77.2924543,21
2332,28.608862,77.2924934,21
2333,28.6089326,76.9849623,22
2334,28.6089373,76.9849892,22
2335,28.6090206,77.3201408,-1
2336,28.6090395,77.181237,-1
2337,28.6090632,77.224639,18
2338,28.6092343,76.9845205,22
2339,28.6094974,77.2920364,21
2340,28.6095015,77.2285277,18
2341,28.6095027,76.9827902,22
2342,28.6095168,76.9827982,22
2343,28.6095583,76.9827382,22
2344,28.6095639,76.9826748,22
2345,28.6095686,76.9826587,22
2346,28.6096116,77.2896107,21
2347,28.6096134,76.9853973,22
2348,28.6096487,76.9825246,22
2349,28.6096661,77.0412286,-1
2350,28.6096675,76.9824763,22
2351,28.6096812,77.1070471,-1
2352,28.6096934,77.2915035,21
2353,28.6097133,77.0997911,-1
2354,28.6097558,77.1362048,-1
2355,28.6098145,76.9828316,22
2356,28.6098274,77.1006564,-1
2357,28.6098311,77.2323979,18
2358,28.6098533,76.9854129,22
2359,28.6100749,77.2124995,-1
2360,28.6102975,77.0937433,-1
2361,28.610393,77.2878273,21
2362,28.610546,76.9826237,22
2363,28.6107679,77.2158838,-1
2364,28.6107735,77.2142744,-1
2365,28.6107892,77.2446209,-1
2366,28.6108671,77.2516076,-1
2367,28.6110368,77.2858863,21
2368,28.6111468,76.9794295,22
2369,28.611164,77.2145854,-1
2370,28.6111916,77.2788687,-1
2371,28.6112144,76.9634531,-1
2372,28.6114001,77.2175744,-1
2373,28.6114104,76.9877135,22
2374,28.6114967,77.3360041,-1
2375,28.6115171,77.336293,-1
2376,28.611531,77.286994,21
2377,28.6116115,77.3363035,-1
2378,28.6116229,77.3357988,-1
2379,28.6117129,77.3358773,-1
2380,28.6117168,77.2870733,21
2381,28.6117301,77.2870607,21
2382,28.611755,77.2888525,21
2383,28.611767,77.2888504,21
2384,28.6117681,77.2151372,-1
2385,28.6117699,77.2870514,21
2386,28.6117853,77.287506,21
2387,28.6117937,77.2872019,21
2388,28.6118017,77.287413,21
2389,28.6118176,77.2888291,21
2390,28.6118194,77.2888276,21
2391,28.6118217,77.288843,21
2392,28.6118221,77.2876138,21
2393,28.6118302,77.2888244,21
2394,28.6118553,77.2870188,21
2395,28.6118764,77.2888106,21
2396,28.6118983,77.2887912,21
2397,28.611929,77.2887596,21
2398,28.6119427,77.2887478,21
2399,28.6119469,77.2887599,21
2400,28.6120628,77.2881353,21
2401,28.6121001,77.2898678,21
2402,28.6121039,77.2868222,21
2403,28.612147,76.9857942,22
2404,28.6121754,77.0886731,-1
2405,28.6122571,77.286777,21
2406,28.6122699,76.9902052,22
2407,28.6123108,77.310306,-1
2408,28.612334,77.2459942,-1
2409,28.6124155,76.985467,22
2410,28.6124334,77.035046,-1
2411,28.6124343,76.985416,22
2412,28.6124805,77.2772588,-1
2413,28.6124908,76.9851934,22
2414,28.6125116,77.1100044,-1
2415,28.6125158,77.3072324,-1
2416,28.6125274,77.2311055,18
2417,28.6125494,76.9861827,22
2418,28.6125565,76.9860889,22
2419,28.6125733,76.9818593,22
2420,28.6125991,76.9851961,22
2421,28.6126106,76.9867433,22
2422,28.6126203,76.9849896,22
2423,28.6126342,76.9878833,22
2424,28.6126726,76.9796548,22
2425,28.6126819,76.9861953,22
2426,28.612799,76.9864054,22
2427,28.6128045,77.3230093,-1
2428,28.612815,77.2311144,18
2429,28.6128369,76.984834,22
2430,28.6128656,77.3089366,-1
2431,28.6128676,76.9860871,22
2432,28.6128704,77.3230587,-1
2433,28.6128968,77.3115381,-1
2434,28.6130043,77.3095019,-1
2435,28.6130313,76.9836189,22
2436,28.6130344,77.2057403,-1
2437,28.6130744,77.2311379,18
2438,28.6130756,77.2427434,-1
2439,28.6130792,76.9855095,22
2440,28.6130794,77.2042642,-1
2441,28.6131192,76.9858019,22
2442,28.6131514,77.0860753,-1
2443,28.6131769,77.287879,21
2444,28.6131958,76.9857968,22
2445,28.613238,77.2896502,21
2446,28.6132396,77.2897368,21
2447,28.6133667,76.9855341,22
2448,28.613379,77.3171717,-1
2449,28.6133994,76.9857858,22
2450,28.6135345,77.2184328,-1
2451,28.6136137,76.9856919,22
2452,28.6136443,76.9856061,22
2453,28.6137923,77.287475,21
2454,28.613824,77.2925587,21
2455,28.6138254,77.3185994,-1
2456,28.6138344,77.2925041,21
2457,28.6140052,76.9851868,22
2458,28.6140205,77.2898985,21
2459,28.6141186,77.2908117,21
2460,28.6141749,76.9805689,22
2461,28.6143874,77.279106,-1
2462,28.614421,77.2792819,-1
2463,28.6144231,77.2768034,-1
2464,28.614499,77.2408575,-1
2465,28.6144993,77.2890829,21
2466,28.6146227,77.2403278,-1
2467,28.6147687,76.9811687,22
2468,28.6147706,77.2063574,-1
2469,28.6147847,77.2051584,-1
2470,28.6147919,77.2337625,-1
2471,28.6148393,76.9835885,22
2472,28.6148563,77.0830942,-1
2473,28.6148701,77.2341575,-1
2474,28.6150691,76.9774983,22
2475,28.6150796,76.9838495,22
2476,28.6151013,77.2889276,21
2477,28.6151245,77.236022,-1
2478,28.6152525,77.2885716,21
2479,28.615296,77.2782886,-1
2480,28.615407,77.2861168,21
2481,28.6154439,77.2884671,21
2482,28.6158743,77.2381969,-1
2483,28.615881,77.286964,21
2484,28.6162241,77.2879776,21
2485,28.6163467,77.21114,23
2486,28.6163924,76.9836324,22
2487,28.6164032,77.0912315,-1
2488,28.6165005,77.0800204,-1
2489,28.6165099,77.2326851,-1
2490,28.6166339,77.2427321,-1
2491,28.6167528,77.2876622,21
2492,28.6167833,76.9839033,22
2493,28.6168066,77.1371836,-1
2494,28.6168137,77.225608,-1
2495,28.6168699,77.225769,-1
2496,28.6169212,77.225998,-1
2497,28.6169341,76.9835652,22
2498,28.6170022,76.9843137,22
2499,28.6170799,76.9840106,22
2500,28.6171539,76.9840237,22
2501,28.6171973,77.203509,-1
2502,28.6172236,76.9835895,22
2503,28.6172259,76.9838631,22
2504,28.6173264,77.137149,-1
2505,28.6173922,77.2871589,21
2506,28.6174472,76.9842681,22
2507,28.6174849,76.9840696,22
2508,28.6174925,77.2045001,-1
2509,28.6175179,76.9841071,22
2510,28.6175605,77.2125512,23
2511,28.6175988,77.2497911,-1
2512,28.6176049,77.2125392,23
2513,28.6176226,77.0860063,-1
2514,28.6176795,77.2794765,-1
2515,28.6177243,77.2796696,-1
2516,28.6177248,77.2869444,21
2517,28.6177455,77.2249545,-1
2518,28.6177782,77.2798741,-1
2519,28.6177793,76.9843001,22
2520,28.6177807,77.2490496,-1
2521,28.6178334,76.9843272,22
2522,28.6179042,77.2868012,21
2523,28.6179779,77.3117405,-1
2524,28.6180256,77.2290768,23
2525,28.6182087,76.9837474,22
2526,28.618227,77.2289171,23
2527,28.6183527,77.2865333,21
2528,28.6183692,77.2865244,21
2529,28.6184753,77.2488783,-1
2530,28.6184819,77.2872911,21
2531,28.6185924,77.2107795,23
2532,28.618614,77.2863948,21
2533,28.6186155,77.2493074,-1
2534,28.6186978,77.0545912,-1
2535,28.6189503,77.078222,-1
2536,28.6189609,77.1127554,-1
2537,28.6190128,77.2912643,21
2538,28.6190309,77.0866191,-1
2539,28.6192389,77.0424068,-1
2540,28.6196369,77.3411167,-1
2541,28.6197189,77.0915007,-1
2542,28.619744,77.0919829,-1
2543,28.6197493,77.240097,23
2544,28.6198358,77.340798,-1
2545,28.6198497,77.2856504,21
2546,28.6198985,77.2106056,23
2547,28.6199732,77.088561,-1
2548,28.6200104,77.2119245,23
2549,28.6203804,76.9740509,-1
2550,28.6204506,77.2181178,23
2551,28.6206063,77.2991816,-1
2552,28.6207362,77.2260252,-1
2553,28.6207795,77.2850272,21
2554,28.6209452,77.2180853,23
2555,28.6211108,77.2188339,23
2556,28.6211522,77.2313366,23
2557,28.6213804,77.219199,23
2558,28.6215414,77.2192588,23
2559,28.621567,77.0918973,-1
2560,28.6216001,77.0406957,-1
2561,28.6217583,77.20007,23
2562,28.6220034,77.2140048,23
2563,28.6220391,77.21404,23
2564,28.6220992,77.0567573,-1
2565,28.622325,77.1930203,-1
2566,28.6223326,77.2361501,23
2567,28.6224076,77.2354656,23
2568,28.6224226,77.1360256,-1
2569,28.6224424,77.214119,23
2570,28.6224974,77.0582992,-1
2571,28.6225106,77.2128841,23
2572,28.6225443,77.2360014,23
2573,28.6225631,77.0952665,-1
2574,28.6226568,77.0955455,-1
2575,28.6226904,77.2351513,23
2576,28.6227861,77.2135071,23
2577,28.6228538,77.2966417,-1
2578,28.6228871,77.2118773,23
2579,28.622931,77.2119161,23
2580,28.6229445,77.2166367,23
2581,28.6229921,77.213797,23
2582,28.6233298,77.2184168,23
2583,28.6233571,77.216341,23
2584,28.623373,77.0912218,-1
2585,28.6234479,77.0919202,-1
2586,28.6234633,77.197867,-1
2587,28.62351,77.2343081,23
2588,28.62356,77.2343662,23
2589,28.6236459,77.2193948,23
2590,28.6237346,77.2381071,23
2591,28.6239117,77.101681,-1
2592,28.6239293,77.2320049,23
2593,28.6239585,77.308834,24
2594,28.6240421,77.2414591,23
2595,28.6240877,77.1355337,-1
2596,28.6241087,77.2337566,23
2597,28.6241236,77.3014349,24
2598,28.6241976,77.2343844,23
2599,28.624526,77.2188215,23
2600,28.6245888,77.2332087,23
2601,28.6246306,77.1344134,-1
2602,28.6246459,77.2053756,23
2603,28.6247552,77.219051,23
2604,28.6247978,77.2193397,23
2605,28.6248081,77.2193721,23
2606,28.6248255,77.2193623,23
2607,28.6248302,77.2029725,23
2608,28.6248542,77.2190859,23
2609,28.6248905,77.2320461,23
2610,28.6249108,77.2194157,23
2611,28.6249115,77.2010875,23
2612,28.6249433,77.1115985,-1
2613,28.6249468,77.3052793,24
2614,28.6251338,77.110503,-1
2615,28.6252094,77.2326884,23
2616,28.6252499,77.2063936,23
2617,28.6252815,77.0654136,-1
2618,28.6253009,77.2026177,23
2619,28.6253464,77.0671177,-1
2620,28.6253844,77.2181175,23
2621,28.6254248,77.1109641,-1
2622,28.625488,77.1133697,-1
2623,28.6254888,77.2094151,23
2624,28.6255835,77.2328068,23
2625,28.6256372,77.3139379,-1
2626,28.6256576,77.2112352,23
2627,28.6256837,77.2196986,23
2628,28.6257674,77.1112872,-1
2629,28.6259543,77.2326032,23
2630,28.6259776,77.2032745,23
2631,28.6260694,77.303731,24
2632,28.6260798,77.215349,23
2633,28.6260819,77.2327012,23
2634,28.6261056,77.2197715,23
2635,28.6261156,77.3338728,-1
2636,28.6262384,77.2074156,23
2637,28.6262737,77.2314244,23
2638,28.6262764,77.2072812,23
2639,28.6262773,77.1608625,25
2640,28.6263032,77.2061926,23
2641,28.62632,77.2146,23
2642,28.6263419,77.1607669,25
2643,28.626386,77.2071519,23
2644,28.6264361,77.161062,25
2645,28.6264459,77.1609878,25
2646,28.6264672,77.2199591,23
2647,28.6264844,77.2006997,23
2648,28.6265028,77.1608634,25
2649,28.6265092,77.2188023,23
2650,28.6265266,77.1609858,25
2651,28.6265531,77.1608205,25
2652,28.6265743,77.2325003,23
2653,28.6266017,77.2333412,23
2654,28.6266297,77.1608073,25
2655,28.6266459,77.232358,23
2656,28.6268496,77.2773355,26
2657,28.6268551,77.1612005,25
2658,28.6268616,77.2114437,23
2659,28.6268658,77.2329278,23
2660,28.6268968,77.2187181,23
2661,28.6269018,77.1611125,25
2662,28.6269053,77.1613934,25
2663,28.6269568,77.3054488,24
2664,28.6269701,77.1614016,25
2665,28.6269741,77.2202933,23
2666,28.6269876,77.1613225,25
2667,28.6269913,77.1943413,-1
2668,28.6270139,77.1612516,25
2669,28.6270287,77.2106868,23
2670,28.6270669,77.161275,25
2671,28.6270709,77.2196874,23
2672,28.6271924,77.2196393,23
2673,28.627201,77.2325397,23
2674,28.6272308,77.2327133,23
2675,28.6272836,77.1216961,-1
2676,28.6272942,77.2195527,23
2677,28.6273211,77.2324869,23
2678,28.6275778,77.2329699,23
2679,28.6277103,77.2169307,23
2680,28.6278052,77.2808146,26
2681,28.6278063,77.2195823,23
2682,28.6278114,77.3079646,24
2683,28.6278217,77.2198565,23
2684,28.6278771,77.2789169,26
2685,28.6278787,77.3080498,24
2686,28.6278904,77.2084283,23
2687,28.6279122,77.3081375,24
2688,28.6279536,77.3082514,24
2689,28.627962,77.2082507,23
2690,28.6279719,77.3090522,24
2691,28.627982,77.3089375,24
2692,28.6280232,77.1367988,-1
2693,28.6280352,77.3086694,24
2694,28.6280784,77.3086495,24
2695,28.6280902,77.3085735,24
2696,28.6280964,77.3085926,24
2697,28.6281206,77.2128732,23
2698,28.6281407,77.2091588,23
2699,28.6281833,77.1369263,-1
2700,28.6282478,77.1119495,-1
2701,28.6282709,77.2064206,23
2702,28.6282802,77.2605149,-1
2703,28.6282898,77.2196177,23
2704,28.6283396,77.1121117,-1
2705,28.6283492,77.2064069,23
2706,28.628352,77.3090749,24
2707,28.6285372,77.0997719,-1
2708,28.6285675,77.2430129,-1
2709,28.6286179,77.2777373,26
2710,28.6288728,77.2200153,23
2711,28.6288925,77.2186728,23
2712,28.6288935,77.2187659,23
2713,28.6289357,77.2174179,23
2714,28.6289362,76.9666822,-1
2715,28.6289471,77.2101806,23
2716,28.6289565,77.0767263,-1
2717,28.6289696,77.277842,26
2718,28.62898,77.2173598,23
2719,28.6290341,77.2203467,23
2720,28.629042,77.076916,-1
2721,28.6290732,77.2193076,23
2722,28.6291248,77.2249791,23
2723,28.6291307,77.2197582,23
2724,28.6291732,77.2195742,23
2725,28.6291804,77.219755,23
2726,28.6292249,77.2322767,23
2727,28.6292275,77.3214599,-1
2728,28.6292586,77.2326727,23
2729,28.6292758,77.3216955,-1
2730,28.6293002,77.2319976,23
2731,28.6293059,77.2319758,23
2732,28.6293094,77.232467,23
2733,28.6293272,77.2775241,26
2734,28.6293311,76.9979463,-1
2735,28.6293352,77.2770099,26
2736,28.6293464,77.2239496,23
2737,28.6293605,77.276622,26
2738,28.6293653,77.2319405,23
2739,28.6293888,77.2173076,23
2740,28.6293906,77.2214923,23
2741,28.6294061,77.2774544,26
2742,28.6294113,77.2378947,23
2743,28.6294269,77.2166381,23
2744,28.6294312,77.2167477,23
2745,28.6294413,77.212874,23
2746,28.629465,77.2318985,23
2747,28.6294722,77.2129442,23
2748,28.6294963,77.2120737,23
2749,28.6294985,77.2144857,23
2750,28.6295059,77.2766425,26
